id,from,to,priority,type,shape,name,spreadType,bidi,distance
-43523624#0,3342715259,549334042,1,highway.service,"[2221.35, 1156.67]",,,,
-43595022#1,5541023422,cluster_3342715128_549334038_5541023494,1,highway.service,"[2011.86, 1072.85]",,,,
-43595022#2,3342715081,5541023422,1,highway.service,"[2033.12, 1072.77]",,,,
-43595022#3,cluster_3342713384_5528443785,3342715081,1,highway.service,"[2055.06, 1078.36]",,,,
-437325046#0,cluster_21487159_2677676184_8098179343_8098179369_8098179371,4351377010,10,highway.tertiary,"[1940.29, 1072.88]",Kapelle-Ufer,,,
-437325047#0,cluster_2435547303_2435547304,1668717174,10,highway.tertiary,"[2011.86, 1072.85]",Oranienburger Straße,,,
-437325047#2,652787413,cluster_2435547303_2435547304,10,highway.tertiary,"[2295.81, 1124.7]",Oranienburger Straße,,,
-437325047#3,cluster_2341815018_26871465_9068723928_9821581099,652787413,10,highway.tertiary,"[2345.78, 1169.96]",Oranienburger Straße,,,
-437325047#5,cluster_1832049011_9820547961,cluster_2341815018_26871465_9068723928_9821581099,10,highway.tertiary,"[2352.15, 1175.6]",Oranienburger Straße,,,
-437325048#1,cluster_2344513388_2344513396_2352703351_26871464_4567083493_9820547968_9821581098,3088748988,10,highway.tertiary,"[2845.78, 1021.47]",Oranienburger Straße,,,
-437325050#1,cluster_21487159_2677676184_8098179343_8098179369_8098179371,cluster_29039237_8296993380_8296993381_8296993397,10,highway.tertiary,"[2832.96, 1032.87]",Reinhardtstraße,,,
-437325054#1,cluster_2344513388_2344513396_2352703351_26871464_4567083493_9820547968_9821581098,29192284,10,highway.tertiary,"[2810.78, 1064.85]",Tucholskystraße,,,
-437325055#2,4351377008,cluster_5394001565_5394001566_6400342990_6400342991_8110783758_8110783770,12,highway.primary,"[2910.55, 1184.7]",Wilhelmstraße,,,
-437325056#1,cluster_5394001565_5394001566_6400342990_6400342991_8110783758_8110783770,4351377009,10,highway.tertiary,"[2922.33, 1169.69]",Wilhelmstraße,,,
-4381079#0,cluster_100532362_8915603560,26734234,10,highway.tertiary,"[2925.24, 1166.14]",Konrad-Adenauer-Straße,,,
-4381079#2,446291322,cluster_100532362_8915603560,10,highway.tertiary,"[2910.55, 1184.7]",Konrad-Adenauer-Straße,,,
-4383283#0,26749026,688232163,3,highway.residential,"[2906.39, 1189.79]",Hannoversche Straße,,,
-4383283#1,cluster_10158381758_10158381759_26748927_9891315501_9919378676,26749026,3,highway.residential,"[2692.16, 1105.91]",Hannoversche Straße,,,
-438496646#1,3243718354,2532286390,11,highway.secondary,"[2706.35, 1105.75]",Invalidenstraße,,,
-4396823,cluster_25954548_9068699945,1871614088,10,highway.tertiary,"[2612.3, 1111.15]",Oranienburger Straße,,,
-4401967#2,3425667213,25661287,11,highway.secondary,"[2617.08, 1085.71]",Wilhelmstraße,,,
-4402014#2,2055804552,25662542,12,highway.primary,"[2605.06, 1130.13]",Behrenstraße,,,
-4402037,1702616130,25664713,3,highway.residential,"[2612.19, 1111.44]",Schadowstraße,,,
-4402228#1,3973608516,cluster_2010745295_2010745299_2045862310_2058568011_4217234963_4603453643_4603453644_4603453647_8305578766_8305578769,11,highway.secondary,"[2568.24, 1235.09]",Friedrichstraße,,,
-4403526#1,cluster_1702628670_8110783738,cluster_21487159_2677676184_8098179343_8098179369_8098179371,3,highway.residential,"[2586.4, 1180.69]",Schiffbauerdamm,,,
-4403526#3,cluster_26872012_2786208354,cluster_1702628670_8110783738,3,highway.residential,"[2593.85, 1160.9]",Schiffbauerdamm,,,
-4412886,3343069996,cluster_26747882_8296993384,10,highway.tertiary,"[2596.84, 1152.93]",Luisenstraße,,,
-441788215,cluster_26871580_9805667044,3185200555,11,highway.secondary,"[2602.69, 1136.71]",Torstraße,,,
-4471817#0,27411243,27412235,19,railway.light_rail,"[2028.34, 1254.7]",6024,center,25946681,
-4471823#0,2071374989,27412651,19,railway.light_rail,"[3503.66, 787.26]",6024,center,32591077,
-4471823#1,27412237,2071374989,19,railway.light_rail,"[3349.8, 755.68]",6024,center,4471823#1,
-448027458,4450832741,cluster_4681633744_5383468834_9945558808_9945558809,1,highway.service,"[3287.18, 759.17]",,,,
-448696072#1,3055047162,1285681813,1,highway.service,"[3991.78, 1470.01]",,,,
-448696073#0,1203301046,1383458991,1,highway.service,"[4078.38, 1374.64]",,,,
-448696073#1,1203301068,1203301046,1,highway.service,"[4131.88, 1331.37]",,,,
-448696073#2,9883624180,1203301068,1,highway.service,"[4149.98, 1317.47]",,,,
-448696073#3,1203301227,9883624180,1,highway.service,"[4080.69, 1377.53]",,,,
-449982384#0,5518191317,4468994521,1,highway.service,"[4101.64, 1359.29]",,,,
-449982384#1,5518191310,5518191317,1,highway.service,"[2012.58, 1081.6]",,,,
-45235049#1,2121324896,cluster_3180211038_3182192539_5390538237,1,highway.service,"[2017.48, 1098.08]",,,,
-45235049#2,574262495,2121324896,1,highway.service,"[3131.84, 1220.36]",,,,
-454285423#0,cluster_4681633744_5383468834_9945558808_9945558809,2530998018,2,highway.living_street,"[3142.17, 1222.32]",Große Hamburger Straße,,,
-454285423#2,cluster_9363889925_9945558807,cluster_4681633744_5383468834_9945558808_9945558809,2,highway.living_street,"[3151.0, 1220.37]",Große Hamburger Straße,,,
-454285423#3,cluster_27412195_9830716404_9945558803,cluster_9363889925_9945558807,2,highway.living_street,"[3169.91, 1201.05]",Große Hamburger Straße,,,
-4570580#3,cluster_26747880_8110783768_8296993385,4970977849,3,highway.residential,"[3171.91, 1198.37]",Marienstraße,,,
-4588211#0,3463838888,cluster_26861434_8110783771,10,highway.tertiary,"[3174.55, 1194.89]",Wilhelmstraße,,,
-4588217,1206481791,20246257,3,highway.residential,"[3121.51, 1212.6]",Behrenstraße,,,
-4592739#0,cluster_281164656_999470587,cluster_26872012_2786208354,3,highway.residential,"[3126.0, 1217.63]",Adele-Schreiber-Krieger-Straße,,,
-4592739#1,9503969255,cluster_281164656_999470587,3,highway.residential,"[3131.84, 1220.36]",Adele-Schreiber-Krieger-Straße,,,
-4592757#1,668900996,cluster_26748924_9448656429_9891315500_9919378663_9919378670,3,highway.residential,"[3125.92, 1175.51]",Platz vor dem Neuen Tor,,,
-4597206#0,5749361137,1663226745,3,highway.residential,"[3115.97, 1192.93]",Borsigstraße,,,
-4597206#2,cluster_26871581_9805667026,5356977423,3,highway.residential,"[3116.24, 1203.01]",Borsigstraße,,,
-4610356#1,26871579,cluster_26871578_9820536013,3,highway.residential,"[3121.51, 1212.6]",Kleine Hamburger Straße,,,
-4610374,29192286,29192285,3,highway.residential,"[3164.35, 1124.18]",Kalkscheunenstraße,,,
-4610375,27412072,1210473765,2,highway.living_street,"[3173.16, 1112.4]",Ziegelstraße,,,
-4610472#0,9972994963,27412113,3,highway.residential,"[4159.48, 1415.33]",Am Weidendamm,,,
-4610472#2,cluster_26701262_9962315453,3694980244,3,highway.residential,"[3476.75, 696.66]",Am Weidendamm,,,
-4610472#4,cluster_1769589042_8305578767_8305578768_9962290100_9962315444_9975087425,cluster_26701262_9962315453,3,highway.residential,"[4188.18, 1065.9]",Am Weidendamm,,,
-4610480,cluster_1208647794_1673585751_4590472048,29192965,3,highway.residential,"[4140.99, 1114.75]",Am Kupfergraben,,,
-4610527,2139981545,cluster_1988511977_7515757040,1,highway.service,"[2469.3, 1293.75]",Platz der Märzrevolution,,,
-4610608,29194691,29194689,3,highway.residential,"[2470.37, 1283.4]",Sperlingsgasse,,,
-4611693#4,cluster_160514854_283035794,702043548,3,highway.residential,"[3052.94, 1639.89]",Niederlagstraße,,,
-4611694#1,29207422,cluster_160543091_452948576,3,highway.residential,"[3028.97, 1632.14]",Schinkelplatz,,,
-4611696#3,29207433,cluster_160514854_283035794,10,highway.tertiary,"[3268.79, 1001.98]",Werderscher Markt,,,
-4611706#0,2659151542,cluster_25662738_365516587,3,highway.residential,"[3233.71, 1059.15]",Markgrafenstraße,,,
-4611706#1,cluster_283039344_9343704424,2659151542,3,highway.residential,"[3222.04, 1078.1]",Markgrafenstraße,,,
-4612969#1,962009671,cluster_2548947450_3153662374,3,highway.residential,"[3342.47, 882.65]",Klosterstraße,,,
-4612981#1,cluster_4565322441_5397577486_768038174_863119413,cluster_1987191204_29219465_30731504_4673135645_4673135646_6447810050_9891678215,3,highway.residential,"[2065.93, 1558.06]",Gontardstraße,,,
-4613293#0,cluster_3730313084_7288375940,cluster_29221570_9443073371_9443073372_9828268520_9828268524,3,highway.residential,"[2052.43, 1554.8]",Max-Beer-Straße,,,
-4613296#1,cluster_3730313084_7288375940,cluster_29221556_4592659108_9828580156,3,highway.residential,"[2050.42, 1553.54]",Linienstraße,,,
-4613298#0,9828580208,cluster_29221562_9830552393,3,highway.residential,"[2048.89, 1551.75]",Hirtenstraße,,,
-4613298#1,cluster_29221559_9828580210,9828580208,3,highway.residential,"[2047.93, 1549.39]",Hirtenstraße,,,
-4613299#0,9828580190,cluster_1450116880_1584541192_353766451_9828580158,3,highway.residential,"[2047.79, 1546.86]",Weydingerstraße,,,
-4613299#1,cluster_29221605_9830552391,9828580190,3,highway.residential,"[2051.04, 1536.05]",Weydingerstraße,,,
-4613299#2,29221558,cluster_29221605_9830552391,3,highway.residential,"[2052.83, 1528.85]",Weydingerstraße,,,
-4613300#1,cluster_252148497_9830552370,cluster_29221556_4592659108_9828580156,3,highway.residential,"[2079.29, 1535.21]",Linienstraße,,,
-4613300#2,cluster_1450118970_9828580157,cluster_252148497_9830552370,3,highway.residential,"[2074.9, 1552.97]",Linienstraße,,,
-4613300#3,1450120786,cluster_1450118970_9828580157,3,highway.residential,"[2073.86, 1555.12]",Linienstraße,,,
-4613300#4,29221558,1450120786,3,highway.residential,"[2068.93, 1558.26]",Linienstraße,,,
-4613300#5,277027549,29221558,3,highway.residential,"[2067.13, 1558.35]",Linienstraße,,,
-4613302,1275477851,1275477853,1,highway.service,"[4098.37, 1958.72]",,,,
-46138134#0,cluster_1662153956_25954554_9068708383_9828787607_9828787609_9828800593_9828800595,1663909297,10,highway.tertiary,"[3760.03, 1402.21]",Rosenthaler Straße,,,
-465376254#2,cluster_1769589042_8305578767_8305578768_9962290100_9962315444_9975087425,3973608516,11,highway.secondary,"[3751.92, 1387.81]",Friedrichstraße,,,
-465398529#2,1871614088,cluster_2344513388_2344513396_2352703351_26871464_4567083493_9820547968_9821581098,10,highway.tertiary,"[3719.9, 1361.3]",Oranienburger Straße,,,
-47016368#1,196693480,6714506676,1,highway.service,"[3713.97, 1356.53]",,,,
-474154200#0,cluster_4681633744_5383468834_9945558808_9945558809,4450832741,1,highway.service,"[2890.2, 1361.67]",,,,
-474362271,802152937,4683353394,3,highway.residential,"[2892.07, 1367.23]",Oberwallstraße,,,
-4790825#2,4547201156,cluster_1615531694_1711820643_1711820649_27411306_735963001,3,highway.residential,"[3092.19, 553.71]",Dircksenstraße,,,
-4790879#1,cluster_29221614_9828268565_9828268588_9828268592,cluster_29221615_9828268585_9828800537_9828800539,3,highway.residential,"[3084.18, 551.75]",Rückerstraße,,,
-47935842,25661963,10203287782,3,highway.residential,"[3046.11, 545.45]",Mauerstraße,,,
-4840977#2,cluster_1157325166_31160643,10053209432,1,highway.service,"[3126.57, 563.47]",St.-Wolfgang-Straße,,,
-492340367#0,9974457095,27412113,10,highway.tertiary,"[3119.75, 561.33]",Geschwister-Scholl-Straße,,,
-492340367#1,7448585406,9974457095,10,highway.tertiary,"[3106.89, 557.64]",Geschwister-Scholl-Straße,,,
-492973498,1832049024,9820547962,1,highway.service,"[3333.8, 1188.33]",,,,
-493008123#1,cluster_25954550_9820547956_9824210252_9830554073_9830554074,cluster_1503718238_1503718292_29192121_4849563734_7282245148,3,highway.residential,"[3330.09, 1203.55]",Große Hamburger Straße,,,
-495066404,262486456,29219458,1,highway.service,"[3322.11, 1242.74]",Rolandufer,,,
-497246363,cluster_287019924_688241982,4888357669,1,highway.service,"[3322.75, 1281.78]",,,,
-505475202#0,1812490331,29194699,3,highway.residential,"[3870.71, 1312.08]",Neumannsgasse,,,
-510625575#0,9828580289,3269713283,1,highway.service,"[3869.05, 1346.79]",,,,
-51167934#1,2341815015,cluster_2341815018_26871465_9068723928_9821581099,3,highway.residential,"[3869.58, 1352.18]",Monbijoustraße,,,
-51167934#2,336190252,2341815015,3,highway.residential,"[3870.91, 1357.17]",Monbijoustraße,,,
-51167934#3,27412129,336190252,3,highway.residential,"[2870.83, 1309.35]",Monbijoustraße,,,
-513957258,5022372824,cluster_29221572_5022372823_9828580119_9829191567_9829191568,1,highway.service,"[2875.21, 1321.21]",,,,
-513957272,5022372836,cluster_10164893912_5022372835,1,highway.service,"[2890.2, 1361.67]",,,,
-514242566,5024438988,5024438986,1,highway.service,"[3596.79, 1856.33]",,,,
-515998815#0,9554250019,9554352431,1,highway.service,"[1932.36, 1044.94]",,,,
-516398559,3754652238,cluster_2010745295_2010745299_2045862310_2058568011_4217234963_4603453643_4603453644_4603453647_8305578766_8305578769,1,highway.service,"[3796.65, 1752.44]",,,,
-51912365#0,cluster_1815335424_1819917465_662338385,5518191501,1,highway.service,"[3731.45, 1626.75]",,,,
-51912365#1,662338388,cluster_1815335424_1819917465_662338385,1,highway.service,"[3835.31, 1826.85]",,,,
-52348718#0,665911051,665911010,1,highway.service,"[3708.86, 1614.29]",,,,
-52348718#1,cluster_665911069_9694908643,665911051,1,highway.service,"[2535.15, 604.11]",,,,
-52348719,cluster_665911069_9694908643,665911105,1,highway.service,"[2523.93, 603.41]",,,,
-52348720#0,9694908636,665911111,1,highway.service,"[4053.56, 528.65]",,,,
-52348720#1,665911111,9694908636,1,highway.service,"[2310.16, 705.33]",,,,
-52348720#2,cluster_665911069_9694908643,665911111,1,highway.service,"[2309.69, 709.59]",,,,
-52482090#0,cluster_3342715592_3342715594_3342715596,287019938,1,highway.service,"[3942.13, 1343.37]",,,,
-52482090#3,3342715598,cluster_3342715592_3342715594_3342715596,1,highway.service,"[3924.77, 1355.65]",,,,
-534588621#0,3182529377,341340978,11,highway.secondary,"[4104.52, 588.94]",Spandauer Straße,,,
-534588621#1,cluster_1827996421_1827996431_1827996436_1827996440_1827996455_1865536623_1865536624_2121324874_21487210_29221504_29221506_341340973_3792418585_3792418589_3792418616_3792418629_3792418630_3792418641_3792418767_3792418791_6795935364_6795935365,3182529377,11,highway.secondary,"[4087.55, 593.45]",Spandauer Straße,,,
-541295974,cluster_1769589073_4603453626,1769589034,11,highway.secondary,"[4082.57, 594.78]",Friedrichstraße,,,
-542253761,5242654079,3842228205,1,highway.service,"[4138.63, 580.21]",,,,
-54672663#4,cluster_3342715710_9047162840,688232254,1,highway.service,"[4122.03, 584.29]",,,,
-54672663#6,688232365,cluster_3342715710_9047162840,1,highway.service,"[4118.24, 585.3]",,,,
-54672663#7,688232202,688232365,1,highway.service,"[3966.93, 1552.11]",,,,
-54672676,cluster_10023486734_303436970,8718852721,3,highway.residential,"[3971.11, 1560.41]",Philippstraße,,,
-54672695,708874736,688232406,1,highway.service,"[3977.89, 1573.87]",,,,
-54672710,688232438,688232365,1,highway.service,"[3952.14, 1522.27]",,,,
-546927052,5190500376,5190500377,1,highway.service,"[3966.93, 1552.11]",Falkoniergasse,,,
-54781811#0,697321237,29207433,3,highway.residential,"[3574.12, 1198.87]",Schinkelplatz,,,
-54781811#2,cluster_160543091_452948576,3097317200,3,highway.residential,"[3600.21, 1228.34]",Schinkelplatz,,,
-553222313#0,9805667045,cluster_51965343_5343672900_8308269761_8308269762_8308269763,1,highway.service,"[2130.57, 1423.23]",,,,
-553222316,5340467356,9805667045,1,highway.service,"[2090.96, 1380.95]",,,,
-553222319,5340467361,5343211806,1,highway.service,"[2139.13, 1393.2]",,,,
-553222322,5340467367,cluster_5340467365_9805667038,1,highway.service,"[2130.57, 1423.23]",,,,
-555203555,5356977425,9804390137,1,highway.service,"[2000.06, 1393.39]",,,,
-555247155,1206481791,1206481808,1,highway.service,"[2008.21, 1359.81]",,,,
-555247157,2882465323,2882465305,1,highway.service,"[1706.76, 690.75]",,,,
-55741054,cluster_21487186_3239759268_4558254719_9443073374_9829191562,cluster_21487185_779036561_9443073373_9443073375_9891723339,3,highway.residential,"[1614.8, 1613.02]",Rochstraße,,,
-558292461,5383468831,cluster_4681633744_5383468834_9945558808_9945558809,1,highway.service,"[1563.74, 1666.09]",,,,
-558867476,cluster_2121324871_3151820959_5390538238_9583740891_9583740892,cluster_3180211038_3182192539_5390538237,1,highway.service,"[1567.28, 1662.78]",,,,
-560370523,3088748988,cluster_1832049011_9820547961,10,highway.tertiary,"[1592.06, 1639.24]",Oranienburger Straße,,,
-561049078,cluster_5410255875_5410255878,4114007665,1,highway.service,"[1614.8, 1613.02]",,,,
-561049082,2046942941,cluster_5410255875_5410255878,1,highway.service,"[1543.8, 1679.53]",,,,
-561049084,4400960004,4400960003,1,highway.service,"[1511.03, 1691.22]",,,,
-566154986#1,9830554040,cluster_3918855386_9830554041,1,highway.service,"[1521.12, 1690.39]",,,,
-566154987,5451501349,9830554040,1,highway.service,"[1528.44, 1689.79]",,,,
-566154993,5451501358,cluster_1791264885_262470531_27411228_5451501357_5534476047_5534476048_588181343_860313203_9828188540_9830554045_9830554052,1,highway.service,"[1534.06, 1686.26]",,,,
-566154995,5451501361,9828268672,1,highway.service,"[1605.67, 1798.74]",,,,
-566154997#0,cluster_5451501364_9828268671,5451501363,1,highway.service,"[1583.08, 1833.4]",,,,
-56680556#0,cluster_10158381761_29039360_9047162846_9986178366,26749026,3,highway.residential,"[1578.59, 1840.28]",Robert-Koch-Platz,,,
-56690522#1,29039359,9919378668,1,highway.service,"[1588.52, 1898.71]",,,,
-574993710,5518191433,5518191435,1,highway.service,"[1613.36, 1915.14]",,,,
-574993712,5518191435,5518191433,1,highway.service,"[1607.12, 1796.53]",,,,
-574993713#1,5518191434,cluster_5518190829_9891723337,1,highway.service,"[1634.52, 1754.37]",,,,
-574993713#4,5518191436,5518191435,1,highway.service,"[1619.5, 1777.55]",,,,
-576287025,5527626219,5527630021,1,highway.service,"[1938.94, 978.88]",,,,
-576287027,5527630042,31154797,1,highway.service,"[1932.36, 1044.94]",,,,
-576287032,5527630045,5527630048,1,highway.service,"[2861.9, 1298.84]",,,,
-576287035,5527630050,5527630057,1,highway.service,"[2835.53, 1277.19]",,,,
-576310023#0,5716766315,5527777343,1,highway.service,"[1767.18, 1914.9]",,,,
-576351108,5528047661,3342715093,1,highway.service,"[2200.93, 1708.05]",,,,
-576351116#0,cluster_287019945_3342715021_5528047685,cluster_3342713388_5528047648_5528047657_5528047677_5576632442,1,highway.service,"[2199.0, 1696.9]",,,,
-576351119#0,5528047640,2041054378,1,highway.service,"[1724.04, 1189.62]",,,,
-577274547#0,cluster_4785948329_9830554028,4785948333,1,highway.service,"[1726.17, 1187.71]",,,,
-58416376,cluster_5534321656_688232246,724228961,1,highway.service,"[1725.82, 1187.85]",,,,
-58519465#0,8098189829,cluster_3342713384_5528443785,1,highway.service,"[1725.09, 1188.33]",,,,
-58519466#0,cluster_26748101_8296993390_8296993392,cluster_3342713388_5528047648_5528047657_5528047677_5576632442,1,highway.service,"[1724.76, 1188.66]",Charitéplatz,,,
-589906053#1,5632884663,cluster_1673585734_5632884667,1,highway.service,"[1724.04, 1189.62]",,,,
-589906055#1,5632884653,cluster_5632884658_9554352438,1,highway.service,"[1768.13, 1186.97]",,,,
-60333308#1,9710022586,cluster_26747800_8296993388,10,highway.tertiary,"[3339.57, 1928.03]",Luisenstraße,,,
-60333312#1,cluster_8853141493_8853141497,cluster_2644068266_26747947,10,highway.tertiary,"[3273.91, 1909.76]",Reinhardtstraße,,,
-60333317#1,cluster_26748101_8296993390_8296993392,cluster_26747923_8098179379_8098189834_8296993393_9986178355,3,highway.residential,"[3246.96, 1902.39]",Schumannstraße,,,
-60333317#2,cluster_26748159_8098189832,cluster_26748101_8296993390_8296993392,3,highway.residential,"[3414.77, 1948.36]",Schumannstraße,,,
-606386757#0,5749361135,9805667031,1,highway.service,"[3468.84, 1962.99]",,,,
-611799384#0,270480355,1213529554,1,highway.service,"[3467.34, 1962.59]",,,,
-611799384#1,270759386,270480355,1,highway.service,"[3513.95, 1968.52]",,,,
-622088436,5876555901,5876555904,1,highway.service,"[3482.24, 1965.59]",,,,
-6227658#0,29192285,cluster_4603453597_51965353,3,highway.residential,"[2621.54, 1728.04]",Johannisstraße,,,
-6227658#2,29192284,7643943079,3,highway.residential,"[2626.56, 1731.38]",Johannisstraße,,,
-6228081#1,1769589022,1769589034,11,highway.secondary,"[2614.42, 1719.54]",Friedrichstraße,,,
-62363402,cluster_21487185_779036561_9443073373_9443073375_9891723339,1275468904,3,highway.residential,"[2620.88, 1727.6]",Rochstraße,,,
-628330906,5931763570,5747234979,1,highway.service,"[4183.06, 1630.39]",,,,
-660170645,6181022490,6181022488,1,highway.path,"[4112.2, 1670.3]",,,,
-66071366#0,8361403533,cluster_283039344_9343704424,10,highway.tertiary,"[4042.91, 1708.14]",Französische Straße,,,
-66071366#2,29207418,353646379,10,highway.tertiary,"[2977.91, 1950.87]",Französische Straße,,,
-66071366#4,25663722,29207418,10,highway.tertiary,"[2957.86, 1966.29]",Französische Straße,,,
-671403217,cluster_1217161439_1217161453_26748919,cluster_26748924_9448656429_9891315500_9919378663_9919378670,10,highway.tertiary,"[1775.78, 1793.27]",Hannoversche Straße,,,
-673276158#0,6305106450,10023486733,1,highway.service,"[1767.19, 1792.88]",,,,
-674030440#0,10023486732,cluster_6305106452_6312195468,1,highway.service,"[1746.9, 1823.75]",,,,
-674030440#1,6312195465,10023486732,1,highway.service,"[2059.39, 1875.58]",,,,
-687740871,2694713812,6447331771,1,highway.service,"[2043.52, 1810.58]",,,,
-700330884,6576739837,cluster_6576739835_6576739836,1,highway.service,"[2037.89, 1800.69]",,,,
-70268945,4213705964,2093326570,18,railway.subway,"[2354.96, 686.27]",C,center,421618230,
-709221698#0,cluster_6665554019_9817923259,cluster_5323317819_9817923260,1,highway.service,"[1674.35, 2040.45]",,,,
-711640736#0,6690679590,cluster_26701259_6690679589,1,highway.service,"[1748.27, 2073.88]",,,,
-711640736#1,6690679597,6690679590,1,highway.service,"[2341.07, 488.59]",,,,
-711640736#2,6690679590,6690679597,1,highway.service,"[2516.95, 503.4]",,,,
-711640737,6690679603,cluster_26701259_6690679589,1,highway.service,"[2279.69, 1054.37]",,,,
-71326270,253847975,8730811968,18,railway.subway,"[2005.28, 575.41]",C,center,71326270,
-717177007#0,cluster_29221614_9828268565_9828268588_9828268592,29221578,3,highway.residential,"[2006.21, 572.28]",Linienstraße,,,
-717177007#3,cluster_1661927348_9788931206_9828268553_9828268554,cluster_29221614_9828268565_9828268588_9828268592,3,highway.residential,"[2007.21, 569.02]",Linienstraße,,,
-717251626,1951034889,cluster_5142646319_9962315427,1,highway.service,"[2299.33, 1181.95]",,,,
-727277375,2046756045,6815725613,1,highway.service,"[2416.09, 1140.44]",,,,
-727277381,1663267163,cluster_2046756041_6815725618,1,highway.service,"[2498.24, 1112.43]",,,,
-72984377#0,3808684896,317301790,19,railway.light_rail,"[2288.91, 1185.38]",6024,center,32590647,
-73310499#0,cluster_1503718238_1503718292_29192121_4849563734_7282245148,cluster_27412195_9830716404_9945558803,3,highway.residential,"[2884.1, 1934.77]",Große Hamburger Straße,,,
-73310502#2,3185200558,cluster_311464976_3185200557_5700389948_5700389949,11,highway.secondary,"[2946.83, 1974.85]",Torstraße,,,
-734578686,6879458154,cluster_3922684684_3922684686_3922684691_545036683,3,highway.residential,"[2946.22, 1975.34]",Werderscher Markt,,,
-751595928#1,cluster_21487209_2480337678_29219440_3831343134_4566145593_4566145597_5747234977_768074054,2656298171,3,highway.residential,"[3102.93, 743.09]",Rathausstraße,,,
-755340907#1,cluster_25954547_29221622_9044259979_9828188543_9828800567_9828800573_9828800580,620157398,3,highway.residential,"[4155.81, 925.81]",Gipsstraße,,,
-755551646#0,4400960004,540636326,10,highway.tertiary,"[4283.21, 589.11]",Breite Straße,,,
-759972540#1,7099392377,cluster_7099392376_9830554090,1,highway.service,"[4266.4, 637.25]",,,,
-76212441#0,cluster_288070957_8234010065_8234010067_8296993383,cluster_1074960874_8234010054,3,highway.residential,"[4241.56, 713.43]",Margarete-Steffin-Straße,,,
-77348147,614674365,2796688606,10,highway.tertiary,"[4231.46, 748.85]",An der Spandauer Brücke,,,
-7917219#1,665910968,cluster_4603453608_58571017,3,highway.residential,"[4220.61, 789.31]",Claire-Waldoff-Straße,,,
-792782325,7413200493,7413200491,1,highway.service,"[4187.8, 867.99]",,,,
-796446835#2,7448585412,7448585407,1,highway.service,"[2236.7, 1477.12]",,,,
-796446835#3,7448585407,7448585412,1,highway.service,"[1898.62, 1562.49]",,,,
-797119355,665910968,cluster_665911069_9694908643,1,highway.service,"[2879.98, 2028.34]",,,,
-803471192#0,7515757043,2139981545,1,highway.service,"[2839.29, 2014.74]",Platz der Märzrevolution,,,
-803941113,1615531690,cluster_4565322435_4565322436,17,railway.tram,"[2769.73, 1993.16]",,center,1051100387#1,
-807043967,2094266776,2094266923,18,railway.subway,"[2714.73, 1977.04]",,center,4699210#4,
-80715076#1,cluster_2269947622_29192133_9824210253,cluster_25954550_9820547956_9824210252_9830554073_9830554074,3,highway.residential,"[2853.73, 1799.67]",Koppenplatz,,,
-80715076#3,1448679341,cluster_2269947622_29192133_9824210253,3,highway.residential,"[2858.96, 1780.28]",Koppenplatz,,,
-818510438,7643943081,7643943079,1,highway.service,"[2857.32, 1787.28]",,,,
-82652816,29219458,29219455,3,highway.residential,"[2060.71, 1647.45]",Rolandufer,,,
-82658671#0,3513418926,962009671,3,highway.residential,"[2051.21, 1733.51]",Klosterstraße,,,
-82658671#1,cluster_196772388_3513418922,3513418926,3,highway.residential,"[2058.29, 1734.13]",Klosterstraße,,,
-82658674#0,5527777338,cluster_196772388_3513418922,3,highway.residential,"[2064.89, 1734.71]",Klosterstraße,,,
-82658674#1,1876479331,5527777338,3,highway.residential,"[2726.87, 1175.28]",Klosterstraße,,,
-82658674#2,1182601207,1876479331,3,highway.residential,"[2724.64, 1200.12]",Klosterstraße,,,
-82658674#4,cluster_2086246928_28373974,1182601207,3,highway.residential,"[1895.55, 1499.51]",Klosterstraße,,,
-831860725#2,cluster_160514854_283035794,cluster_3922684684_3922684686_3922684691_545036683,3,highway.residential,"[1892.45, 1537.33]",Werderscher Markt,,,
-844076875#0,5481132459,26747821,3,highway.residential,"[1890.79, 1557.56]",Albrechtstraße,,,
-844076875#3,26747918,1445622300,3,highway.residential,"[1896.91, 1482.96]",Albrechtstraße,,,
-84960597#2,cluster_4673135622_735132788,5534476067,10,highway.tertiary,"[4053.19, 1802.87]",Rosenthaler Straße,,,
-863415781#0,cluster_9583740872_9583740875_9709306063,437610024,1,highway.service,"[4108.98, 1776.09]",,,,
-874505504,8140749790,2425782615,1,highway.service,"[1662.45, 2046.37]",,,,
-874528353#4,25662542,2882465305,3,highway.residential,"[3324.85, 1317.77]",Behrenstraße,,,
-882389497,2045820585,20246257,11,highway.secondary,"[3333.57, 1325.3]",Friedrichstraße,,,
-893334271,8302829585,262482618,1,highway.service,"[3323.06, 1316.17]",,,,
-899946801#0,8361403526,8361403527,1,highway.service,"[1722.64, 687.92]",,,,
-92437984#0,1073123750,26734307,1,highway.service,"[3900.57, 534.23]",Platz der Republik,,,
-92437984#1,1352310810,1073123750,1,highway.service,"[3874.25, 603.55]",Platz der Republik,,,
-92671070,1074960870,cluster_1074960874_8234010054,1,highway.service,"[3884.79, 605.02]",,,,
-930343901#0,3343070516,2959830776,3,highway.residential,"[1983.17, 550.25]",Dorotheenstraße,,,
-931745735,8637889050,8637889051,1,highway.service,"[1927.68, 533.99]",,,,
-942234138#0,8725243868,8725243860,1,highway.service,"[1997.85, 554.59]",,,,
